id|text|source|page
123|"第四章李病虫害防治
刘露,2014.根癌的发生概况及综合防治措施[J].北京农业(24):113.陆卫
明,程艳墉,1999.李树腐烂病的综合防治[J].安徽农业(10):3-5.吕佩
珂，苏惠兰，高振江，2014.桃李杏梅病虫害防治原色图鉴[M].北京：化
学工业出版社.
王浩，万方浩，于翠，等，2020.检疫性有害生物李痘病毒生物学特性及预
防控制技术[J].生物安全学报,29(1):8-15.
王剑荣，冯正军，2006.李(桃)霉斑穿孔病发生规律及防治技术[J].浙江
柑橘(1):41-42.
王小银，王强荣，李平，等，2011.李子白粉病的发生与防治[J].西北园
艺(果树)(2):47、
王晓方，解劲，余如土，2006.黑李枝腐的病因与防治[J].浙江柑橘
(2)：37-38.
许长新，焦蕊，张林林，等，2019.桃穿孔病的比较鉴别与防治[J].河北
果树(2):55-56.
杨华、彭玉基、韩秀梅，等，2012.桃小食心虫发生规律及防控技术研究进
展[J].中国园艺文摘,5:39–42.
张广仁，李广旭，杨华，等，2020.松尔膜配套药剂对李树流胶病的防治效
果[J].北方果树(1):16-17,19.
张瑞珠,陈兆銮,2010.李树褐腐病的发生与防治[J].福建农业(7):24.
·127·"|./李高效生产及绿色防控技术.pdf|123
124|"李贮运保鲜与加工
一、李采后贮运
李在采收后仍然是具有生命力的有机体，采收前其呼吸作用、
蒸腾作用所消耗的水分和有机物等可直接由植株所含有的水分、光
合作用产物及矿物质的流动来补充，而采后呼吸作用和蒸腾作用仍
在继续进行，只能通过消耗果实自身贮存的营养和水分来维持。青
脆李特别是巫山脆李的采收正值夏季，环境温度高，果实代谢更加
旺盛，常温下1~3天就失去了原有质地和风味，对李的货架期及
商品性产生了严重影响。因此，做好李采收、贮藏、运输等各项
工作是延缓李衰老、降低损耗、保证品质、延长市场供应周期的重
要保障。
(一)采收要求
1.采前因素采前因素包括了栽培环境、施肥、灌溉、病
虫害防治等。进行规范管理的果园，栽培环境要求更高，农药和
化肥使用更加规范，果园病虫害发生率更低，其产出的李品质相
对更好，且更耐贮藏。采收前10天注意控制土壤水分含量，如遇
降雨过多可实施覆盖避雨。采收果实污染物限量和农药残留限量
应符合《食品安全国家标准食品中污染物限量》(GB2762)、
《食品安全国家标准食品中农药最大残留限量》(GB2763)的
要求。
2.采收期采收期是影响李品质、贮藏特性的主要因素之
一。若采收过早，果实尚未成熟，酸感较重，且单宁物质含量高，
涩口难咽，口感不佳，同时贮藏时易失水皱皮，冷藏时果实易遭受
·128·"|./李高效生产及绿色防控技术.pdf|124
125|"第五章李贮运保鲜与加工
冷害，果实的褐变率高；若采收过晚，果实过于柔软，采收与贮运
过程易受机械损伤、腐烂变质，难以贮藏。因此，适宜的采收期不
仅关系到果实品质的好坏，还直接影响贮运效果。
目前，生产上主要是根据李的果皮颜色、果实生长发育期等指
标判断采收期。以青脆李为例，李成熟期一般分为硬熟期(果实生
长已经达最大值，果皮由青绿色转为淡绿色，果肉硬脆)、完熟期
(果皮由淡绿色转为浅黄色，果肉稍软)。当果实充分膨大，果皮开
始呈现出该品种成熟时特有的颜色，表面覆盖有一薄层果粉，果肉
仍较硬时，即达到商品果的要求。另外，也可依据果实采后用途、
运销距离、贮运方法等选择合理的采收成熟度，比如用于即时食用
或者短期贮藏，则可选择李完熟期进行采收，保证果实口感品质；
若用于长期贮藏，可适当早采，选择硬熟期采收，可延长果实的贮
藏期。也可根据果实品种进行采收期的选择，如早熟品种不耐贮
藏，可作即时食用或者短期贮藏，选择适当晚采；中晚熟品种较
耐贮藏，可选择适当早采后用于长期贮藏。
3.采收技术采收技术主要包括采摘操作、采收时间选择、
采收工具等，规范操作可以最大限度地保护李果实的完整，更有利
于后续果实的贮藏及销售。
采收应在晴天气温较低时或者阴天进行，避开雨天、露(雨)水
未干和高温时段。采摘时用手指捏住果柄从果枝上将果实摘下，保
留李果柄和果粉，切勿持握果体，轻拿轻放，尽量做到无伤采果，
减少病菌侵入的机会。若李在树上成熟度不一致时，要分批分次采
收，既能增加产量和提高品质，又能增加耐贮性。采收时，所用采
收筐、背篼等容器应垫有软草、纸屑或者布等保护措施。采收周转
时，宜采用塑料周转筐，轻拿轻放，避免碰撞造成损伤。采后的李
应放在阴凉处，避免太阳直晒，并尽快预冷入库。
(二)分选包装
1.分选李采收预冷前应尽快进行分选。剔除病虫果、软化
·129·"|./李高效生产及绿色防控技术.pdf|125
126|"李高效生产及绿色防控技术
果、机械损伤果，避免贮藏过程中易腐果实对其他果实进行病原菌
传染；剔除畸形果、残次果，提高采后整体果品品质，增强市场竞
争力。
一般在采后就地进行分选，或者搬运至就近的分选处理场所分
选，要求在阴凉通风处进行。分选方法可分为人工分选和机械分
选，分选过程做到轻拿轻放，不造成果实二次伤害。可按照李大
小、单果重、外观颜色、成熟度、品质等进行分级处理，如特等
果、一级果、二级果、三级果等。优化分级，有利于贮藏运输，
以质论价，满足不同人群的消费需求。
2.包装良好的包装材料可以保证李的安全贮藏，减少果实
之间的摩擦，以及果实与盛装容器碰撞造成的机械伤。同时，包
装材料可以减少病虫害蔓延，降低呼吸速率，减少水分蒸发，起到
延长果实贮藏期的作用。所采用包装材料需清洁卫生，干燥无异
味，容器内壁光滑，并留有通风孔。李包装材料可采用透明塑料模
盒，每盒8~10个果实，或者泡沫网单个包装，也可采用纸箱(5~10
千克/箱)、塑料箱(5~15千克/箱)、木箱(10~20千克/箱)等容器
进行盛装，盛装容器不宜过大，内部放码层数不宜过多，防止压
伤。
(三)预冷
1.预冷目的预冷是指采收分级后的李通过设施设备迅速将温
度降低到适宜贮藏或稍高于贮藏温度的一种方式，从而尽快除去田
间热和呼吸热，以此来降低果实内部的生理生化反应，减少营养成
分的消耗和腐烂损失，最大限度地保持果实原来的新鲜品质。李采
收时正值夏季，气温较高，采后果实温度一般都在25°以上，呼吸
旺盛，后熟衰老速度快，如不及时预冷，品质下降速度快，商品价
值迅速降低。如果温度较高的李不采取快速预冷直接入库，即使在
冷藏条件下，其贮藏效果也难以如愿，而通过预冷，可减少冷藏时
冷库制冷量，并保证冷藏过程中温度波动不至于过大，更有利于保
持果品品质。
·130·"|./李高效生产及绿色防控技术.pdf|126
127|"第五章李贮运保鲜与加工
2.预冷方法李通常在采收后2小时内进行预冷处理，将其
充分预冷至0~3℃。目前可采取的预冷措施主要有自然冷风预冷、
库房空气预冷、强制通风预冷，压差预冷等。
(1)自然冷风预冷。自然冷风预冷是一种简单易行的预冷方
式，是指将采后的李在阴凉通风的地方放置一段时间，利用昼夜温
差散去产品田间热的方法。该种方法预冷时间比较长，并且很难达
到要求的预冷温度(3℃)以下，但在没有机械预冷设备的情况下，
自然冷风预冷仍然是李采收后应用较为普遍的一种预冷方法。
(2)库房空气预冷。库房空气预冷是指将采后的李直接放在冷
藏库内进行预冷，通过空气自然对流或者风机送入冷风，使冷风在
果品筐(箱)周围循环，筐(箱)因外层和内部存在温差，通过对流和
传导逐渐使筐(箱)内果品温度降低，达到预冷目的。该方法制冷能
力有限，通常预冷速度慢，预冷时间长。
(3)强制通风预冷。强制通风预冷是通过强制冷空气的高速循
环使果品快速降温的方法。该方法多采用隧道式预冷装置，具有预
冷速度快的特点。
(4)压差预冷。压差预冷是在强制通风预冷方法基础上改进的
一种预冷方法。将压差预冷装置安放在冷库中，当预冷装置中的
鼓风机转动时，冷库气吸入预冷箱内，产生压力差，将产品快速冷
却。由于压差预冷的水果包装容器通常使用规格一致的瓦楞纸箱，
箱子两侧要有通气孔。预冷时，将箱子孔对孔堆叠排列，用抽风机
或风扇强制抽吸或吹进冷空气。由于箱子两端形成压力差，使冷空
气有效地流经箱内，可以明显提高水果的预冷速度。压差预冷与强
制通风预冷相比，在货堆的上方容易造成冷风短路的地方加装了挡
板，促使冷风通过指定路径流向果箱内，明显提高了通过预冷物的
有效风量，加快了预冷速度。此法一般可在5~7小时内将果温从3
0℃左右降到5℃左右。
(四)贮藏
1.基本要求李属于呼吸跃变型果实，采收于高温季节，迅
·131·"|./李高效生产及绿色防控技术.pdf|127
128|"李高效生产及绿色防控技术
速后熟，出现明显的呼吸高峰和乙烯产生高峰，致使李变软、腐
烂。软化是李采收后最明显的质地变化，许多研究表明果实的成熟
软化主要是由细胞壁成分和相关酶(主要是水解酶)活性的变化引
起的。果胶质是构成细胞初生壁和胞间层的主要成分，在果实成熟
之前呈不溶状态，即原果胶，这时果肉质地坚硬，细胞结构完
整。果胶的溶解是果实成熟最基本的特性，在果实的成熟过程中，
果胶通常要发生解聚，可溶性增加。选择适当的贮藏方法，以
及适宜的贮藏环境，能够保持良好的色泽、硬度和风味，且可最大
限度地延长货架期。
李可根据贮藏时间长短选择不同的贮藏方法。短期贮藏，一般
采用低温贮藏方式，贮藏温度为0~1℃，相对湿度为85%~95%，一
般可贮藏7~14天。中期贮藏，采用低温下自发气调贮藏方式，即
将预冷的李装入衬有聚乙烯塑料保鲜袋的木箱或塑料箱内，袋口对
折即可，一般可贮藏15~20天。长期贮藏，可采用低温下气调贮
藏，库内气体成分为氧气3%~5%、二氧化碳3%~5%，一般可贮藏30
~50天，长期贮藏也可采用一定浓度1-甲基环丙烯(1-MCP)加硅胶
窗处理，在冷库中贮藏时间可达到30~40天。
2.贮藏前处理贮藏前对李进行物理、化学、生物的保鲜技
术处理，可以减弱李的呼吸作用，抑制乙烯合成，推迟叶绿素降
解，延缓果实的成熟和衰老，并且抑制病原微生物的繁殖和一些生
理病害，最大限度地保持李的品质。
(1)物理措施。物理处理在李保鲜上的应用较为广泛，在生产
应用上主要有热激处理、冷冲击、变温、减压等措施，同时，可
以采用一种或多种物理技术来延长李的贮藏保鲜时间。具有无化学
污染、处理简单等优点，应多加推荐，逐步实现规模化生产应用。
(2)化学措施。化学处理保鲜主要是利用化学药剂抑制或杀死
微生物，阻碍乙烯合成，降低呼吸速率，达到贮藏保鲜的目的。生
产常用化学药剂有氯化钙、1-甲基环丙烯、高锰酸钾和多菌灵等，
可采取吸附、浸泡和熏蒸等多种方式进行处理。具有易操作、成本
低、效果好等优点，但存在药物残留等问题，需要按标准进行添加
处理。
·132·"|./李高效生产及绿色防控技术.pdf|128
129|"第五章李贮运保鲜与加工
(3)生物措施。主要利用微生物菌体及其代谢产物、天然提取
物、遗传基因技术等，抑制有害微生物生长，减缓乙烯合成和呼吸
速度，降低果实采后腐烂损失。目前应用较多为涂膜处理，如采用
壳聚糖、魔芋精粉，或者再复合添加一些具有抗菌性的物质等进行
涂膜。一方面通过在果实表面形成薄膜，抑制呼吸，防止失水；另
一方面可利用膜自身的抑菌性或添加物的抑菌性对果实表皮菌体进
行抑制，从而达到延长贮藏期的目的。具有贮藏条件易控制、处理
费用低、源于天然、无环境污染、无药物残留等优点。
3.贮藏库管理
(1)入库前。李入库前，需对库房进行清理和消毒，并对所有
设备进行检修，确保达到正常运行状态。同时，应将库房温度预先
降低至或略低于李果实的贮藏温度(1℃)。
(2)入库。李入库时需分批进入，每次入库量不应超过库容总
量的20%，库温上升不应超过3℃。入库后，应详细记录每批次果实
的入库时间、成熟度、品种等，以方便后续出库。库房内堆码的走
向、排列应与库内空气循环方向一致，垛底加厚度为10~20厘米的
垫层，垛与垛、垛与墙壁间应留有40~60厘米间隙，码垛高度应低
于蒸发器冷风出口60厘米，避免出风口部位果实出现冷害，必要
时可进行遮盖防冻。
(3)贮藏过程。贮藏库内适时进行通风换气，排除过多的二氧
化碳、乙烯等气体，保证库内气流畅通；实时监控库内温度和湿度
情况，避免温湿度失控影响贮藏效果；定期对贮藏李进行检测，查
看果实表面颜色、质地硬度、口感风味等，保证果实贮藏期内品
质。
①贮藏温度。贮藏温度是影响李贮藏保鲜寿命的主要因素之
一。温度高，呼吸强度越强，耐贮藏性越差；温度低，可延长李的
贮藏保鲜寿命，但温度过低会产生冷害，使果肉发生褐变，严重影
响果实品质。一般建议将李贮藏在0~1℃的环境，低于(0°就有发
生冷害的危险。因此，在贮藏过程中，应定时观测和记录贮藏库的
贮藏温度，维持贮藏温度在规定的范围内，并且尽量减少库内温度
的波动，变幅不宜超过±0.5℃。
·133·"|./李高效生产及绿色防控技术.pdf|129
130|"李高效生产及绿色防控技术
②贮藏湿度。李在贮藏过程中仍和采前一样不断进行水分蒸
发，若在低湿度的环境中，很容易发生失水萎蔫，果实表面皱缩，
商品价值降低；同时，正常呼吸作用受到破坏，细胞内可塑性物质
的水解过程加快，耐贮性和抗病性变弱。一般建议将李贮藏相对湿
度控制在85%~95%，必要时可对李打蜡或采用聚氯乙烯、聚乙烯薄
膜包装，阻止李失水皱缩及腐烂。在贮藏过程中，应定时观测和记
录贮藏库的贮藏湿度，维持贮藏湿度在规定的范围内，并且尽量减
少库内湿度的波动。
③气体成分。气体成分对李贮藏保鲜的影响主要有高二氧化碳
伤害和低氧气伤害。二氧化碳浓度过高，将导致果实褐变、黑心等
生理性病害；氧气浓度过低，则发生无氧呼吸，导致乙醇和乙醛等
挥发性代谢产物的产生和积累，影响果实的风味和品质。研究表
明，较低的氧气浓度可以抑制乙烯的生物合成，削弱乙烯生理作用
的能力，有利于新鲜果蔬贮藏寿命的延长，在一定的温湿度条件
下，可以通过调节环境中的气体成分达到抑制呼吸、延缓衰老和保
持品质的目的。一般建议李气调贮藏时，氧气浓度控制在3%~5%，
二氧化碳浓度可比氧气浓度稍高，但不要超过8%。在贮藏过程中，
应定时观测和记录贮藏库的气体成分含量，使其维持在规定的范围
内，最好能控制在±0.3%的允许波动范围内。在对气调库贮藏进行
管理时，由于气调库内氧气浓度低，管理人员不能直接进入，需戴
氧气面罩进入，或者解除库内的气调环境，待氧气含量回升到18%~
20%时方可进入。
(五)运输
运输是指采用各种工具和设备，通过多种方式使产品在不同区
域之间实现位置移动的过程，达到调节产品市场需求，满足不同地
域人民不同物资需求的目的。李是生鲜果蔬，是具有生命的活体物
质，适宜的运输工具、运输条件能够最大限度地保持果品新鲜，保
证果品质量。
·134·"|./李高效生产及绿色防控技术.pdf|130
131|"第五章李贮运保鲜与加工
1.贮藏前运输采收后直接上市销售的果实，可在分选、包
装后直接运输。近距离(500千米以内)的可用常温运输，运输
期间既要保持通风，又要做好覆盖以防失水；中远距离(500千
米以上)运输的，宜在运输前进行预冷，然后进行保温运输或者
冷藏车低温(0~5℃)运输。
2.贮藏后运输经冷藏或气调贮藏后出库的果实，近距离运
输可采用保温运输，中远距离运输销售的宜采用冷藏车低温(0~
5℃)运输。
3.运输的环境条件及控制
(1)振动控制。振动是造成果实物理性损伤的直接原因，不
同的运输方式、运输工具、货物放置位置等都是影响果品振动
大小的因素。一般振动强度为公路运输>铁路运输>海路运输，
一般路面>高速公路，货车后部上端>前部下端。因此，要
做好运输中的码垛工作，尽量减少果实在运输中的振动，杜
绝野蛮装卸。
(2)运输温度。温度是运输过程中的重要环境条件，采用适
宜的低温运输，对保持果品新鲜度和品质十分重要。根据国际
制冷学会规定，一般果蔬的运输温度都要等于或略高于贮藏温
度。李在2~3天的运输温度建议为0~7℃，5~6天的运输温度建
议为0~3℃。在运输过程中，要注意防止李受冻受热，尽量避
免运输过程的温度波动。
(3)运输湿度。对新鲜李来说，新鲜度和品质的保持需要较
高的湿度条件，一般相对湿度为85%~95%。在运输车厢内，循
环空气不得过干，如果空气过干，则会导致李果实萎蔫，可使
用具有加湿装置的冷藏车或者加冰运输车，提高运输环境的湿
度。
(4)装载与堆码。果实在运输车内正确的装载，对于保持果
品质量有很大的作用。堆码时，确保空气能够在整个车厢中自
由流通；每件货物不应直接接触车底板、壁板，应有一定的间
隙，避免通过车壁、底板进入车内的热量直接传给货物，使李
·135·"|./李高效生产及绿色防控技术.pdf|131
132|"李高效生产及绿色防控技术
温度升高，加快果实腐烂；堆码时，货件不能紧靠冷藏车挡板等，
以免发生低温伤害，必要时，可遮盖草席或草袋，使低温空气不直接
与李接触。
(5)运输卫生。运输的工具必须安全无害且清洁，防止果品被
污染；一般采用专用的果品运输工具，且在装运时，需对运输工具进
行彻底的清洗或消毒；运输时，应与其他非食用货物分开装运，严禁
混装混放，以免污染果品。
二、李品质要求
随着生活水平逐步提高，科学技术不断进步，人们越来越注重食
品质量，对品质优良水果的需求也在增加。具有良好品质的李果实，
既满足了人们的更好需求，也是提高果品价格的基础，这就对选育和
栽培具有良好口感的李品种提出更高的要求。品质是一个复杂的概
念，目前尚未有明确的定义。李品质主要由外观和众多内在因素的复
合评价因子构成，可分为果实大小、色泽和芳香成分等感官品质，硬
度、糖、酸、果胶和酚类物质等理化与营养品质，出汁率、黏度、褐
变度等加工品质3个方面。不同品质因素间存在着密切相关性和相对
独立性，这些品质因素对李的鲜食和加工品质都有一定影响。
(一)感官品质
感官品质分析是一种通过视觉、嗅觉、触觉、味觉和听觉感知产
品感官特性的科学方法，通常用于唤起、测量、分析和解释产品，被
广泛用于食品、医药、化妆品、化工、环保等工业中。
1.果个大小和果形指数通常用来描述果个大小的指标主要是
果实质量和果实体积，是评价果实品质的重要因素，也是划分果实等
级的重要标准。果实质量是影响产量、加工适应性和消费者可接受程
度的重要因素，受到品种、成熟度和栽培技术的影响。果实质量普遍
采用质量法测定，即直接用电子天平进行称量。
·136·"|./李高效生产及绿色防控技术.pdf|132
133|"第五章李贮运保鲜与加工
李的果个大小可用单果重、百果重来进行分级，划分成特级果、一
级果、二级果及三级果等。
果形指数表示为果实纵径与横径的比值，依据果形指数的不
同，可将李分为圆形或近圆形、扁圆形、椭圆形、圆锥形及长圆形
等。比如，巫山青脆李为圆形或近圆形，渝北歪嘴李、僚李为圆锥
形。果形指数普遍采用游标卡尺进行测量。
2.果实色泽良好的果实色泽可以提高消费者的购买欲。果实
色泽是新品种选育的重要评价指标，其因不同品种和成熟期不同而
呈现差异。测定果实色泽的方法主要是色差计法，通过测定果皮和
果肉的L*、a*、b*值来实现。L*值代表亮度，L*值越大，亮度
越高；a*值表示红绿，a*值为正偏红，a*值为负偏绿；b""值表示
黄蓝，b*值为正偏黄，b*值为负偏蓝。
3.芳香成分李风味是由果实的糖、酸、一些挥发性和半挥发
性物质共同作用而形成的，并受品种、采前因素、成熟度和采后因
素的影响。有研究人员分析了不同干燥方式青脆李果干的芳香成
分，其中的真空冻干青脆李果干芳香成分可代表鲜果的香气成分，
共分析鉴定出51种物质，约占总峰面积的62%，主要为2-乙基-1
-己醇、正辛醇、己醛、壬醛以及壬烯醛等醇醛类物质。目前，对
李果实风味物质的测定方法有顶空固相微萃取-气相色谱-质谱联用
技术和电子鼻等。
(二)理化与营养品质
李的理化与营养品质主要包括果实硬度、可食率以及糖、酸、
维生素、叶绿素、膳食纤维、酚类、矿物质等物质的含量。
1.果实硬度果实硬度是判断果实成熟度和货架期的重要指
标，也是加工罐头类产品的重要评价指标。果实硬度对果实的供应
持续期、运输距离和经济效益具有非常大的影响，因此，果实硬度
成为李产业发展的限制因素。随着李的流通范围越来越广泛，对硬
度的要求也随之增高，果实硬度越来越受到育种者的重视。目前测
定硬度的方法主要有物性分析仪、硬度计和无损检测等方法。
·137·"|./李高效生产及绿色防控技术.pdf|133
134|"李高效生产及绿色防控技术.
2.可食率果实的可食率代表了可食部分质量占整果质量的百
分比，与品种特性、栽培技术及成熟度有关，因此，可食率可用于
品种选育评价、栽培技术评价、采收期评价。就李果实而言，其可
食率就是果肉占整果质量的百分比，同一品种在其他营养品质一定
的情况下，可食率与品质呈正相关，可作为评价品质的重要指标之
一。有学者对重庆不同地方脆李的可食率进行统计分析，可食率在9
5%~98%。
3.糖、酸水果的风味在很大程度上取决于果实的糖、酸含量，
在衡量水果理化品质时通常采用可溶性固形物、可滴定酸含量来表
示。李果实内的糖主要为蔗糖、葡萄糖和果糖，属于可溶性糖。李
果实中糖含量受品种、栽培技术、气候条件和成熟度影响，不同品
种糖含量存在一定差异，不同成熟期蔗糖、葡萄糖和果糖含量也有
明显的变化。李果实中的酸主要为有机酸。果实的风味不仅与糖、
酸含量有关，而且还与糖酸比有关系，适宜的糖酸比赋予了不同品
种果实的独有风味。可滴定酸的测定采用国际上通用的滴定法，单
体糖、有机酸含量的测定采用高效液相色谱法和离子色谱法等。有
学者对重庆不同地方脆李的可溶性固形物、可滴定酸含量进行统计
分析，可溶性固形物含量在11%~16%，可滴定酸含量在0.5%~1.0%。
4.果胶果胶存在于植物的细胞壁和细胞内层，分为可溶性果
胶和原果胶，是影响果实硬度的主要因素之一，其在适度的酸性条
件下稳定，在强酸、强碱条件下均易解聚。随着果实成熟度的提
高，不溶性果胶在果胶水解酶的作用下逐步水解为可溶性果胶，导
致果实硬度下降，进而对果实的质地起到一定的影响。果胶的测定
方法主要有咔唑比色法和D-半乳糖醛酸比色法，果胶的提取方法主
要有酸水解法、微生物提取法、离子交换树脂法、酶提取法、微波
提取法及超声波提取法等。
5.酚类酚类物质具有很好的抗氧化能力，能够延缓人体衰
老，因而备受关注，果肉和果汁的褐变也与酚类物质的氧化有一定
相关性。
·138·"|./李高效生产及绿色防控技术.pdf|134
135|"第五章李贮运保鲜与加工
目前已从李果实中分离鉴定出的酚类物质主要为酚酸、黄烷醇、
黄酮醇和花青苷4类。新绿原酸和绿原酸是主要的酚酸类物质，
儿茶素和表儿茶素是主要的黄烷醇类物质，芦丁是主要的黄酮醇
类物质，矢车菊素-3-葡萄糖苷、矢车菊素-3-芸香糖苷、芍药素
-3-葡萄糖苷和芍药素-3-芸香糖苷是主要的花青苷物质。测定总
酚含量的主要方法是福林-酚法，利用分光光度计在725纳米波
长下测定吸光度值，可计算得到总酚含量。单体酚的测定方法主
要为高效液相色谱法，总酚含量的测定也可以将单体酚的含量相
加得到。
(三)加工特性
1.出汁率出汁率是反映果实制汁特性的一项重要指标，
不仅与李的品种特性及成熟度有关，也受榨汁方法和榨汁效能的
影响。在营养成分、风味，加工工艺技术等相同的情况下，出
汁率越高加工特性越好。在水果榨汁领域，出汁率可分为浊汁和
清汁出汁率两种表示方式。在评价李加工特性时，可把硬熟期、
完熟期、软熟期的李出汁率纳入试验评价因素。李属于核果类水
果，可采用双道去核榨汁机进行榨汁，也可采用专用去核机去
核，然后利用螺杆榨汁机取汁。
2.褐变度果肉或果汁的褐变主要是由酶促褐变和非酶褐变
引起的。酶促褐变是指多酚类物质在多酚氧化酶(PPO)的催化下
生成醌及其聚合物的反应过程，影响酶促褐变的主要因素包括温
度、pH、氧气及抑制剂等；非酶促褐变主要包括4种，即美拉德
反应、焦糖化反应、抗坏血酸降解和酚类化合物的氧化聚合。褐
变过程是多种褐变类型共同作用的结果，在发生酶促褐变的同时
伴随着非酶褐变的发生。在加工的不同阶段，酚类化合物的氧
化、美拉德反应及焦糖化反应分别扮演不同的角色。李罐头在加
工和贮藏过程中，果肉的褐变也会影响产品的整体色泽和消费者
的可接受程度。目前测定李褐变度的方法多是测定其在420纳米
·139·"|./李高效生产及绿色防控技术.pdf|135
136|"李高效生产及绿色防控技术
处的吸光度值，针对李相关产品褐变度的测定方法还没有相关报
道。
3.黏度研究果汁的黏度特性，对于控制果汁品质、提高稳
定性方面具有重要意义。有些果汁具有非牛顿特性，并且具有屈
服值，属于塑性流体，但有些果汁在澄清或浓度比较低的情况下
也表现出牛顿流体的特性。李果汁的黏度主要受品种和成熟度的
影响，黏度值可用于评价李不同品种加工成果汁产品的加工适宜
性，也可用于评估适宜加工果汁品种的采收期。测定黏度的方法
有流变仪法、滚动落球黏度计和黏度计法等。
(四)品质标准———以重庆巫山脆李为例
1.感官指标重庆巫山脆李的感官指标如下：
（1）基本要求：果实完整，色泽纯正，新鲜洁净，无病虫
刺伤，果面特有的白色粉层明显，平均单果重35克，整齐度好；
（2）色泽：果皮绿色或黄绿色，果肉浅黄色；
（3）风味：肉质脆嫩，肉质脆嫩，汁多味香，酸甜适度；
（4）形态：果形端正，近圆形，缝合线明显，离核；
2.理化指标重庆巫山脆李的理化指标如下：
（1）可溶性固形物：≥12
（2）可滴定酸：<0.9
（3）可食率：≥96
3.分级指标重庆巫山脆李的分级指标如下：
（1）特级果：单果重大于45克，且果形端正、整齐，酸甜
适口，脆嫩化渣，汁多味香，果粉完整；
（2）一级果：单果重在40到45克之间，且果形端正、整
齐，酸甜适口，脆嫩化渣，汁多味香，果粉完整；
·140·"|./李高效生产及绿色防控技术.pdf|136
137|"第五章李贮运保鲜与加工
（3）二级果：单果重在35到40克之间，且酸甜适
口，脆嫩化渣，汁多味香，果粉中等；
4.安全要求安全要求应符合GB2762、GB2763的
规定。
三、李果实加工
李果实具有鲜食和加工兼备的物性特征，推进李果实
加工有利于促进现代农业的规模化、基地化、标准化、安
全化，有利于延长农业产业链，提升价值链，完善利益链，
有利于提高农村三产融合发展和新型城镇化水平，形成以
工促农、以城带乡的长效反哺机制。李可加工成果脯、话
李、果汁、果酒、罐头、益生菌饮料、脆片等产品。
(一)李低糖果脯
果脯作为我国经典、特色传统休闲食品，因质地柔软、
味佳形美、营养方便、耐贮藏而广受消费者喜爱。目前
国内外市场上的果脯以高糖类型为主，过多食用不利于身
体健康，因此，低糖果脯将成为消费主流。
1.主要加工设施设备
(1)清洗设备。鼓泡清洗机、毛刷清洗机、强流除水
机。
(2)预处理设备。李果去核机或手持去核器。
(3)渗糖设备。夹层锅或真空渗糖罐。
(4)干制设备。烘房或烘箱(电热、红外线、微波、
热泵等)。
·141·"|./李高效生产及绿色防控技术.pdf|137
138|"李高效生产及绿色防控技术
2.工艺流程
先对原料进行清洗后进行划纹或去核等预处理，然后利用高浓
度的糖液对其进行渗糖操作，随后通过烘房或烘箱对渗糖后的李坯
进行干制处理，最后将干制后的果脯进行包装，得到李低糖果脯成
品。
3.操作要点
(1)原料。挑选果大、肉质厚、完熟、未软化的无腐烂褐变李
为原料,污染物和农药残留符合GB2762、GB2763的要求。
(2)清洗。采用人工或水果清洗设备清洗表面灰尘、污物.腐
叶等，并自然沥干或使用强流除水设备除水。
(3)预处理。
①含核型。李表面有一层蜡质，不利于渗糖，采用人工或机
械进行表面划纹处理，果面划纹20~40刀，纹距2.0~5.0毫米.深度
1.0~2.5毫米,纹路要求均匀。
②去核型。采用人工手持去核器或专用李果去核机进行去核。
(4)制糖液。按糖液总质量计，在80~90℃热水中加入白砂糖2
5.0%~40.0%、填充剂(瓜尔胶、黄原胶、羧甲基纤维素钠)0.2%~0.
5%、植酸或植酸钠0.10‰~0.25‰、食盐0.5%~1.0%、柠檬酸0.
2%~0.5%、亚硫酸氢钠0.1‰~0.3‰并充分溶解。
(5)渗糖。按制作方法分主要包括煮制渗糖、真空渗糖。
①煮制渗糖。李坯与糖液按质量比为1：2比例混合，煮沸
20~30分钟，并不断搅拌，防止锅底产生糖焦，同时去除沸腾时锅
面的糖沫，以免影响果脯的外观质量。煮制后进行糖渍，上下翻
动，使李坯吸糖均匀。糖渍时间不宜过长，否则李果表皮易结壳，
烘干后果脯表面不起糖霜；糖渍时间过短，糖分分布不均，会影
响李果脯质量。一般糖渍时间为24小时。
②真空渗糖。温度60~65℃,真空度0.07~0.08兆帕,维持
30~40分钟，然后消压渗糖4小时可达到所需糖度，可大大提高糖
制效率，同时有利于品质保持。
(6)干制。渗糖后的李坯均匀放置在烘筛上，连续烘制8~16
小时，温度控制在55~60℃，温度不宜过高，也不宜过低。
·142·"|./李高效生产及绿色防控技术.pdf|138
